2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,-0.0013961
2021,-0.0022564
2022,-0.0029299
2023,-0.003477
2024,-0.0039313
2025,-0.0043149
2026,-0.0046437
2027,-0.0049302
2028,-0.0051843
2029,-0.0054141
2030,-0.0056265
2031,-0.005827
2032,-0.0060203
2033,-0.0062104
2034,-0.0064005
2035,-0.0050746
2036,-0.0043162
2037,-0.0037544
2038,-0.0033278
2039,-0.0030009
2040,-0.0027517
2041,-0.0025645
2042,-0.0024274
2043,-0.0023306
2044,-0.0022661
2045,-0.0022272
2046,-0.002208
2047,-0.0022035
2048,-0.0022093
2049,-0.0022219
2050,-0.0022382
2051,-0.0022557
2052,-0.0022723
2053,-0.0022864
2054,-0.0022966
2055,-0.002302
2056,-0.0023017
2057,-0.0022951
2058,-0.0022818
2059,-0.0022617
2060,-0.0022345
2061,-0.0022002
2062,-0.0021588
2063,-0.0021104
2064,-0.0020552
2065,-0.0019933
2066,-0.001925
2067,-0.0018504
2068,-0.0017698
2069,-0.0016835
2070,-0.0015917
2071,-0.0014946
2072,-0.0013926
2073,-0.0012858
2074,-0.0011745
2075,-0.001059
2076,-0.00093942
2077,-0.00081606
2078,-0.00068911
2079,-0.00055878
2080,-0.00042526
2081,-0.00028874
2082,-0.0001494
2083,-7.407e-06
2084,0.00013708
2085,0.0002839
2086,0.00043292
2087,0.000584
2088,0.000737
2089,0.00089181
2090,0.0010483
2091,0.0012064
2092,0.001366
2093,0.0015269
2094,0.0016891
2095,0.0018526
2096,0.0020171
2097,0.0021828
2098,0.0023493
2099,0.0025168
2100,0.0026852
2101,0.0028543
2102,0.0030242
2103,0.0031947
2104,0.0033659
2105,0.0035376
2106,0.0037099
2107,0.0038827
2108,0.0040559
2109,0.0042296
2110,0.0044036
2111,0.004578
2112,0.0047527
2113,0.0049278
2114,0.0051031
2115,0.0052786
2116,0.0054544
2117,0.0056304
2118,0.0058066
2119,0.005983
2120,0.0061595
